id,nome,contrib_open_source,programa_hobby,salario,sistema_operacional_id,pais_id,empresa_id
61636,respondent_61636,No,Yes,4663.12,1,44,1
218,respondent_218,No,Yes,29200.16,2,7,4
21445,respondent_21445,Yes,No,0.0,2,40,7
62977,respondent_62977,No,Yes,0.0,4,42,8
16789,respondent_16789,No,Yes,26035.0,4,130,3
77327,respondent_77327,Yes,Yes,5044.44,1,50,0
18805,respondent_18805,Yes,Yes,0.0,3,50,8
100099,respondent_100099,No,Yes,25646.38,2,42,6
89584,respondent_89584,No,Yes,0.0,3,106,1
42496,respondent_42496,No,Yes,10492.74,4,13,1
51482,respondent_51482,No,Yes,42862.5,2,130,0
86424,respondent_86424,No,Yes,4381.5,4,100,1
25599,respondent_25599,No,Yes,0.0,3,100,1
77045,respondent_77045,No,Yes,18653.76,2,39,3
17988,respondent_17988,No,No,0.0,3,93,8
55129,respondent_55129,No,Yes,10492.74,2,82,7
77375,respondent_77375,No,Yes,6958.33,4,94,8
41899,respondent_41899,Yes,Yes,34290.0,1,119,8
71470,respondent_71470,No,Yes,2982.28,2,50,3
38974,respondent_38974,Yes,Yes,31750.0,1,130,3
60949,respondent_60949,No,Yes,1013.46,4,50,2
85551,respondent_85551,Yes,Yes,60617.1,4,54,8
62354,respondent_62354,Yes,Yes,19050.0,1,130,7
870,respondent_870,Yes,Yes,0.0,3,50,8
37356,respondent_37356,Yes,Yes,16322.04,4,42,8
35900,respondent_35900,No,Yes,0.0,4,50,8
19439,respondent_19439,Yes,Yes,5368.29,4,50,2
52469,respondent_52469,No,Yes,0.0,3,112,4
44603,respondent_44603,No,Yes,1238.25,4,112,8
29736,respondent_29736,Yes,Yes,12065.0,4,130,4
25343,respondent_25343,No,Yes,14910.75,2,50,3
79589,respondent_79589,No,No,17773.97,4,7,4
70014,respondent_70014,Yes,Yes,25400.0,2,130,7
76073,respondent_76073,No,Yes,6804.66,2,30,1
78683,respondent_78683,No,Yes,1504.95,3,34,1
30292,respondent_30292,Yes,Yes,22860.0,4,130,5
96810,respondent_96810,No,Yes,21371.88,4,40,3
97881,respondent_97881,Yes,Yes,0.0,1,127,3
77468,respondent_77468,No,Yes,37303.71,4,42,2
92287,respondent_92287,Yes,Yes,3479.17,2,50,4
64027,respondent_64027,Yes,Yes,36512.5,4,130,2
73881,respondent_73881,No,Yes,8393.43,4,98,3
6714,respondent_6714,Yes,Yes,11932.92,2,109,4
29358,respondent_29358,No,Yes,15543.21,2,13,7
39474,respondent_39474,Yes,Yes,0.0,3,54,8
66659,respondent_66659,Yes,Yes,45720.0,1,130,7
33432,respondent_33432,Yes,Yes,0.0,3,81,8
57887,respondent_57887,No,Yes,13990.32,4,40,1
99897,respondent_99897,Yes,Yes,47625.0,2,130,7
16248,respondent_16248,No,No,0.0,4,94,8
8119,respondent_8119,Yes,Yes,9525.0,2,24,4
7826,respondent_7826,Yes,Yes,5596.89,4,99,2
70770,respondent_70770,No,Yes,0.0,4,130,8
2041,respondent_2041,Yes,Yes,41275.0,2,130,4
85941,respondent_85941,No,Yes,13230.54,4,128,4
43321,respondent_43321,Yes,Yes,0.0,4,50,2
57588,respondent_57588,Yes,Yes,19040.48,4,40,6
35284,respondent_35284,Yes,Yes,9498.33,2,23,2
86788,respondent_86788,Yes,Yes,0.0,1,50,8
63511,respondent_63511,Yes,Yes,28575.0,2,130,3
87145,respondent_87145,Yes,Yes,23795.99,2,105,7
8189,respondent_8189,No,Yes,28575.0,1,130,2
16656,respondent_16656,No,Yes,2982.28,4,50,2
7254,respondent_7254,No,Yes,0.0,3,130,4
26591,respondent_26591,Yes,Yes,0.0,3,7,2
67857,respondent_67857,No,Yes,16786.86,4,82,4
87411,respondent_87411,No,Yes,5600.7,1,94,7
14734,respondent_14734,Yes,Yes,36512.5,3,130,2
20971,respondent_20971,No,No,41275.0,2,130,3
98982,respondent_98982,No,Yes,304697.13,2,7,4
43263,respondent_43263,No,Yes,30309.19,4,42,3
31052,respondent_31052,Yes,Yes,0.0,3,0,8
99223,respondent_99223,No,Yes,6050.28,4,94,5
24994,respondent_24994,Yes,Yes,0.0,4,94,8
94380,respondent_94380,No,Yes,0.0,4,17,8
67810,respondent_67810,No,Yes,0.0,3,40,2
34890,respondent_34890,No,Yes,19050.0,4,130,4
48813,respondent_48813,Yes,Yes,17876.52,2,116,7
73928,respondent_73928,Yes,Yes,29368.75,2,130,0
4691,respondent_4691,Yes,Yes,63500.0,2,130,0
71292,respondent_71292,No,Yes,29210.0,2,130,2
30256,respondent_30256,No,Yes,0.0,3,50,5
97789,respondent_97789,Yes,Yes,185226.96,2,128,4
73759,respondent_73759,Yes,Yes,2411.73,4,89,3
85269,respondent_85269,Yes,Yes,0.0,3,42,1
79963,respondent_79963,No,No,31086.43,4,54,8
92451,respondent_92451,Yes,Yes,13990.32,4,111,4
19927,respondent_19927,No,No,3048.0,1,130,1
7815,respondent_7815,No,Yes,22225.0,4,130,4
11837,respondent_11837,Yes,Yes,23314.98,1,42,2
47399,respondent_47399,No,No,41275.0,2,130,7
9262,respondent_9262,No,Yes,560.07,4,81,4
70319,respondent_70319,No,Yes,33655.0,4,130,4
285,respondent_285,No,Yes,19845.97,2,128,4
44481,respondent_44481,No,No,0.0,2,56,8
62734,respondent_62734,No,Yes,37574.22,2,31,6
85865,respondent_85865,No,Yes,28575.0,4,130,7
80607,respondent_80607,Yes,Yes,7620.0,2,127,7
51055,respondent_51055,No,Yes,0.0,1,50,2
58672,respondent_58672,No,Yes,1600.2,4,93,4
19339,respondent_19339,No,Yes,0.0,2,130,8
96974,respondent_96974,No,Yes,0.0,3,128,7
61176,respondent_61176,No,Yes,4217.67,4,17,3
84523,respondent_84523,No,Yes,33517.52,1,128,2
32009,respondent_32009,Yes,Yes,4286.25,4,18,8
74480,respondent_74480,Yes,Yes,15240.0,2,130,8
1545,respondent_1545,Yes,Yes,25257.76,4,107,8
61505,respondent_61505,No,Yes,19118.58,4,36,4
62290,respondent_62290,Yes,Yes,58737.5,1,128,8
13318,respondent_13318,Yes,Yes,69850.0,1,130,8
82656,respondent_82656,No,Yes,0.0,3,130,0
42111,respondent_42111,No,Yes,36512.5,4,130,3
29965,respondent_29965,No,Yes,23812.5,4,130,4
16314,respondent_16314,Yes,Yes,982.98,2,85,6
74566,respondent_74566,No,Yes,209.55,4,50,8
21856,respondent_21856,No,Yes,5596.89,2,107,7
24329,respondent_24329,No,Yes,0.0,3,50,5
9944,respondent_9944,Yes,Yes,3684.27,4,17,8
78568,respondent_78568,No,No,20637.5,4,130,4
61156,respondent_61156,Yes,Yes,8907.78,2,23,8
44877,respondent_44877,Yes,Yes,55562.5,4,130,6
19653,respondent_19653,No,Yes,0.0,4,51,8
54215,respondent_54215,No,Yes,44450.0,2,130,3
15184,respondent_15184,No,Yes,0.0,3,128,3
1158,respondent_1158,Yes,Yes,0.0,3,34,8
76853,respondent_76853,No,Yes,7581.9,4,109,5
67101,respondent_67101,Yes,Yes,0.0,3,42,8
39793,respondent_39793,Yes,Yes,27976.83,1,39,4
7795,respondent_7795,No,Yes,4377.69,4,99,7
33802,respondent_33802,Yes,Yes,1192.53,1,50,4
58564,respondent_58564,No,Yes,8953.5,3,82,7
39595,respondent_39595,Yes,Yes,4473.26,2,50,4
70002,respondent_70002,No,Yes,1905.0,2,89,8
89146,respondent_89146,Yes,Yes,19845.97,4,128,7
67654,respondent_67654,No,Yes,20726.4,4,94,1
14801,respondent_14801,No,No,0.0,4,130,8
30274,respondent_30274,Yes,Yes,30588.27,4,58,2
51704,respondent_51704,Yes,Yes,2697.48,2,100,1
84661,respondent_84661,Yes,Yes,0.0,3,26,8
28698,respondent_28698,Yes,Yes,4473.26,4,50,2
44232,respondent_44232,Yes,Yes,28121.93,4,21,0
70778,respondent_70778,Yes,Yes,0.0,3,42,3
46739,respondent_46739,No,Yes,2733.67,3,50,7
48388,respondent_48388,Yes,Yes,57150.0,2,130,5
94903,respondent_94903,No,No,0.0,3,130,8
11482,respondent_11482,No,No,5334.0,4,27,0
44817,respondent_44817,No,Yes,11025.51,4,128,7
4555,respondent_4555,No,No,22848.57,4,8,3
1624,respondent_1624,No,Yes,3175.0,4,34,8
89985,respondent_89985,No,Yes,1840.23,1,74,7
3838,respondent_3838,Yes,Yes,47625.0,2,130,4
62225,respondent_62225,No,Yes,16510.0,2,130,7
43731,respondent_43731,No,Yes,0.0,3,50,8
98128,respondent_98128,Yes,No,2137.41,1,17,4
21572,respondent_21572,Yes,Yes,857.25,1,51,1
45813,respondent_45813,No,No,9714.55,3,42,2
23008,respondent_23008,No,No,0.0,3,40,4
53758,respondent_53758,No,Yes,0.0,3,130,8
1411,respondent_1411,No,No,33655.0,4,130,8
29814,respondent_29814,No,Yes,0.0,4,48,2
17550,respondent_17550,No,No,24257.0,4,128,8
2590,respondent_2590,No,Yes,43497.5,2,130,3
14142,respondent_14142,No,No,31750.0,2,130,0
84528,respondent_84528,No,No,12434.57,2,56,4
75117,respondent_75117,Yes,Yes,27200.54,2,8,8
35209,respondent_35209,Yes,No,30797.5,1,130,4
25871,respondent_25871,Yes,Yes,13990.32,1,94,8
6814,respondent_6814,Yes,No,3726.18,2,40,7
53443,respondent_53443,Yes,Yes,19724.37,4,30,3
3949,respondent_3949,Yes,Yes,0.0,3,50,1
17897,respondent_17897,Yes,Yes,4903.47,4,112,4
32662,respondent_32662,No,Yes,0.0,4,44,4
54691,respondent_54691,No,Yes,7952.42,4,50,2
50907,respondent_50907,Yes,Yes,0.0,2,50,3
76559,respondent_76559,No,Yes,72832.28,3,116,4
95954,respondent_95954,Yes,Yes,49463.96,2,130,3
74604,respondent_74604,Yes,Yes,38100.0,3,130,4
50835,respondent_50835,Yes,Yes,22225.0,2,130,3
68746,respondent_68746,No,Yes,272.1,4,100,8
20837,respondent_20837,Yes,Yes,43497.5,4,130,3
94123,respondent_94123,No,No,0.0,3,128,7
60839,respondent_60839,No,Yes,5684.52,3,51,8
69158,respondent_69158,No,No,13970.0,4,7,0
24785,respondent_24785,Yes,Yes,0.0,4,82,1
49694,respondent_49694,No,No,2697.48,4,100,3
13752,respondent_13752,Yes,Yes,0.0,4,56,8
3155,respondent_3155,No,Yes,422.91,3,52,4
100571,respondent_100571,No,No,0.0,4,94,0
101162,respondent_101162,No,Yes,38100.0,4,130,2
69038,respondent_69038,No,Yes,11658.6,4,13,3
86696,respondent_86696,No,No,4663.44,1,106,8
52276,respondent_52276,No,No,25257.76,4,56,8
69724,respondent_69724,No,Yes,11658.6,4,42,3
1580,respondent_1580,Yes,Yes,9325.93,4,42,8
15471,respondent_15471,Yes,Yes,8084.82,3,50,4
3893,respondent_3893,Yes,Yes,16322.04,4,42,3
49388,respondent_49388,Yes,Yes,0.0,3,42,4
84516,respondent_84516,No,Yes,5508.63,4,128,7
14444,respondent_14444,No,Yes,34925.0,2,130,8
13710,respondent_13710,No,Yes,16758.6,4,128,1
74987,respondent_74987,Yes,Yes,0.0,2,130,8
76281,respondent_76281,Yes,Yes,0.0,3,13,4
30880,respondent_30880,Yes,No,27200.54,4,42,2
18403,respondent_18403,No,Yes,282244.8,3,21,3
28466,respondent_28466,No,No,47625.0,2,130,0
74622,respondent_74622,No,Yes,3371.85,4,100,2
84282,respondent_84282,No,Yes,27809.19,4,116,1
7143,respondent_7143,Yes,Yes,0.0,4,52,8
91150,respondent_91150,Yes,Yes,31750.0,4,130,2
98787,respondent_98787,Yes,Yes,41910.0,4,130,5
51102,respondent_51102,No,Yes,3333.75,2,130,2
65406,respondent_65406,No,Yes,0.0,1,130,8
93666,respondent_93666,Yes,Yes,26035.0,4,130,0
71456,respondent_71456,Yes,Yes,49212.5,2,130,3
31581,respondent_31581,No,No,23812.5,2,130,3
29217,respondent_29217,Yes,Yes,16592.55,1,40,4
42635,respondent_42635,Yes,Yes,8187.69,4,74,3
17774,respondent_17774,Yes,Yes,0.0,4,126,4
2501,respondent_2501,Yes,Yes,11045.19,1,58,5
100565,respondent_100565,No,Yes,0.0,2,130,8
39421,respondent_39421,No,Yes,29143.64,1,111,6
59840,respondent_59840,No,Yes,1043.94,4,24,3
63790,respondent_63790,No,No,23314.98,4,42,3
61302,respondent_61302,No,No,0.0,3,42,8
83550,respondent_83550,Yes,Yes,2697.48,4,126,8
58694,respondent_58694,No,Yes,10085.07,4,94,8
73125,respondent_73125,Yes,Yes,7227.57,2,42,0
1972,respondent_1972,No,Yes,0.0,2,128,4
37095,respondent_37095,No,Yes,105845.61,1,128,4
23339,respondent_23339,No,Yes,16538.26,4,128,3
55931,respondent_55931,Yes,Yes,2983.23,1,50,0
88423,respondent_88423,No,No,13230.54,2,128,0
72787,respondent_72787,Yes,Yes,0.0,2,82,5
33675,respondent_33675,No,No,22701.25,4,130,5
72269,respondent_72269,Yes,Yes,28575.0,2,130,7
6077,respondent_6077,No,Yes,16638.27,1,115,4
51989,respondent_51989,Yes,Yes,0.0,1,21,5
69546,respondent_69546,Yes,Yes,8486.46,2,95,3
23891,respondent_23891,Yes,Yes,8393.43,4,42,2
91444,respondent_91444,No,No,10103.17,4,111,6
95068,respondent_95068,No,Yes,41967.15,3,42,8
54623,respondent_54623,No,Yes,15931.83,4,56,4
61849,respondent_61849,Yes,Yes,0.0,3,50,0
71691,respondent_71691,No,Yes,9714.55,1,56,2
47094,respondent_47094,Yes,Yes,17486.31,4,42,6
72563,respondent_72563,Yes,Yes,0.0,4,50,8
76068,respondent_76068,No,Yes,1905.0,1,12,7
48548,respondent_48548,No,Yes,2225.04,0,100,4
633,respondent_633,No,Yes,19174.14,4,21,2
89238,respondent_89238,Yes,Yes,0.0,2,50,8
1482,respondent_1482,Yes,Yes,0.0,3,50,3
66704,respondent_66704,No,Yes,0.0,4,50,3
46762,respondent_46762,No,Yes,5828.67,4,44,2
64377,respondent_64377,Yes,Yes,39687.5,4,130,3
38199,respondent_38199,Yes,Yes,0.0,4,130,3
12513,respondent_12513,Yes,Yes,0.0,1,42,0
51190,respondent_51190,Yes,Yes,15876.27,4,128,8
99058,respondent_99058,Yes,Yes,13600.43,2,106,8
52865,respondent_52865,Yes,Yes,26987.5,2,130,4
27233,respondent_27233,Yes,Yes,19845.97,2,128,2
58881,respondent_58881,Yes,Yes,18673.45,4,94,5
53015,respondent_53015,No,Yes,16758.6,4,128,2
6604,respondent_6604,Yes,No,0.0,2,28,1
9131,respondent_9131,Yes,Yes,11426.19,2,7,8
56786,respondent_56786,No,Yes,18732.5,4,130,8
12754,respondent_12754,No,No,762.0,4,70,3
39634,respondent_39634,No,Yes,7620.0,4,94,7
42880,respondent_42880,Yes,Yes,0.0,3,50,8
25748,respondent_25748,Yes,No,8366.76,4,17,3
22534,respondent_22534,Yes,Yes,21730.65,2,21,3
55217,respondent_55217,Yes,Yes,21371.88,4,82,2
18310,respondent_18310,Yes,Yes,3095.63,1,23,4
17898,respondent_17898,No,No,11658.6,4,111,8
87262,respondent_87262,No,Yes,0.0,4,126,8
32713,respondent_32713,No,Yes,13493.75,4,130,1
72980,respondent_72980,Yes,No,15543.21,1,111,8
22940,respondent_22940,No,Yes,0.0,4,42,8
77760,respondent_77760,No,Yes,6350.0,4,130,4
95928,respondent_95928,No,Yes,16320.45,1,42,0
88720,respondent_88720,No,Yes,7871.46,1,5,0
68303,respondent_68303,No,Yes,0.0,3,126,8
62985,respondent_62985,Yes,No,0.0,1,111,2
11598,respondent_11598,No,Yes,0.0,1,50,8
8230,respondent_8230,Yes,Yes,15339.38,4,21,8
11968,respondent_11968,No,No,0.0,3,34,8
26390,respondent_26390,Yes,Yes,57150.0,2,130,0
71514,respondent_71514,No,Yes,23314.98,1,42,4
1761,respondent_1761,No,Yes,0.0,4,86,8
53252,respondent_53252,Yes,Yes,39691.95,1,128,3
53574,respondent_53574,No,Yes,17445.99,1,115,4
53200,respondent_53200,No,Yes,0.0,4,50,2
87543,respondent_87543,Yes,Yes,17462.5,4,130,0
80837,respondent_80837,No,No,0.0,3,104,3
73057,respondent_73057,No,Yes,211691.22,4,128,4
93918,respondent_93918,Yes,Yes,0.0,4,50,3
17548,respondent_17548,Yes,Yes,16758.6,4,128,0
25458,respondent_25458,No,Yes,12123.42,4,13,0
62803,respondent_62803,Yes,Yes,0.0,3,42,8
97148,respondent_97148,No,Yes,1485.9,1,17,2
81679,respondent_81679,No,Yes,0.0,3,55,6
60117,respondent_60117,Yes,Yes,23313.39,2,82,1
69251,respondent_69251,Yes,Yes,26461.09,4,128,1
26615,respondent_26615,Yes,Yes,0.0,1,111,8
20573,respondent_20573,Yes,Yes,23812.5,2,96,3
75300,respondent_75300,No,Yes,0.0,4,94,8
73307,respondent_73307,No,No,25565.42,4,21,4
18687,respondent_18687,Yes,Yes,28666.44,2,128,4
91060,respondent_91060,Yes,Yes,0.0,3,50,4
2182,respondent_2182,Yes,Yes,3577.59,2,50,0
39935,respondent_39935,Yes,Yes,0.0,3,126,8
40028,respondent_40028,Yes,Yes,14919.96,2,42,3
94858,respondent_94858,No,No,5962.65,4,50,2
4032,respondent_4032,Yes,Yes,0.0,4,82,5
83180,respondent_83180,Yes,No,10043.16,1,52,3
45489,respondent_45489,Yes,Yes,26902.09,2,128,8
55585,respondent_55585,No,No,20637.5,4,130,5
21005,respondent_21005,No,Yes,4004.31,4,99,6
64189,respondent_64189,Yes,Yes,6791.64,1,128,1
36723,respondent_36723,No,No,27940.0,4,130,3
27182,respondent_27182,Yes,No,8382.0,4,89,8
10953,respondent_10953,Yes,Yes,19050.0,1,130,6
60360,respondent_60360,Yes,Yes,44588.43,4,55,8
40846,respondent_40846,No,Yes,0.0,4,94,3
78734,respondent_78734,No,Yes,0.0,1,100,8
998,respondent_998,Yes,Yes,0.0,2,130,1
48002,respondent_48002,Yes,Yes,0.0,1,128,8
39539,respondent_39539,No,Yes,11658.6,2,95,7
33753,respondent_33753,Yes,No,0.0,4,23,3
75118,respondent_75118,No,No,2221.23,4,123,1
3519,respondent_3519,Yes,No,33008.89,4,7,4
20677,respondent_20677,No,Yes,2222.5,4,130,8
21244,respondent_21244,No,Yes,24765.0,1,130,3
19546,respondent_19546,Yes,Yes,13990.32,4,8,7
77941,respondent_77941,No,Yes,0.0,3,128,8
64952,respondent_64952,No,Yes,17016.41,1,21,2
25377,respondent_25377,No,Yes,31397.58,4,109,8
18869,respondent_18869,No,Yes,19845.97,4,128,0
48327,respondent_48327,Yes,No,28575.0,4,130,7
15170,respondent_15170,Yes,Yes,44450.0,2,130,4
33679,respondent_33679,Yes,Yes,19050.0,1,42,0
13543,respondent_13543,Yes,Yes,8393.43,1,95,8
13060,respondent_13060,No,No,0.0,1,50,8
20197,respondent_20197,No,Yes,22051.01,2,128,8
87027,respondent_87027,No,Yes,41.28,4,130,6
97343,respondent_97343,Yes,Yes,10491.79,1,111,1
1965,respondent_1965,No,Yes,21179.79,2,55,3
20764,respondent_20764,Yes,Yes,24286.21,2,42,3
8822,respondent_8822,No,No,0.0,4,126,8
27936,respondent_27936,No,No,9326.88,4,56,1
16258,respondent_16258,Yes,Yes,11268.71,4,56,2
12820,respondent_12820,Yes,Yes,50800.0,2,130,2
96494,respondent_96494,Yes,Yes,317.5,3,53,8
96686,respondent_96686,No,Yes,0.0,1,128,4
33673,respondent_33673,No,Yes,0.0,4,93,1
78558,respondent_78558,No,No,4042.41,1,100,4
30812,respondent_30812,No,No,11102.34,4,123,3
22246,respondent_22246,No,Yes,12914.95,1,118,5
16568,respondent_16568,No,No,26753.82,2,55,1
22436,respondent_22436,No,Yes,17365.98,4,94,8
73545,respondent_73545,No,No,16510.0,2,130,4
61840,respondent_61840,Yes,Yes,4042.41,2,100,1
27992,respondent_27992,Yes,Yes,42744.07,4,54,8
68968,respondent_68968,No,Yes,6063.3,4,128,5
80971,respondent_80971,No,No,28575.0,2,130,2
78716,respondent_78716,Yes,Yes,0.0,3,50,0
98064,respondent_98064,Yes,Yes,254.0,1,50,8
68687,respondent_68687,No,No,30678.76,2,21,8
78854,respondent_78854,No,Yes,251799.09,2,82,1
84531,respondent_84531,No,Yes,0.0,3,50,4
34456,respondent_34456,Yes,Yes,0.0,1,42,8
8339,respondent_8339,No,No,25257.76,4,56,8
23811,respondent_23811,Yes,Yes,11658.6,1,42,4
57265,respondent_57265,No,Yes,22654.26,1,40,3
17454,respondent_17454,No,No,0.0,3,7,0
27067,respondent_27067,Yes,Yes,31120.08,2,127,4
95277,respondent_95277,No,No,25717.5,4,130,3
37589,respondent_37589,Yes,Yes,635000.0,1,130,2
8637,respondent_8637,Yes,Yes,25400.0,4,130,1
27535,respondent_27535,No,Yes,11928.79,4,50,0
33363,respondent_33363,No,Yes,2266.95,4,50,2
53619,respondent_53619,No,Yes,2255.52,1,126,4
25537,respondent_25537,Yes,Yes,0.0,4,130,0
60159,respondent_60159,No,Yes,23622.0,4,130,4
88227,respondent_88227,No,Yes,8887.14,4,7,7
84850,respondent_84850,No,Yes,14919.96,1,42,4
35584,respondent_35584,No,Yes,22182.46,4,115,4
24573,respondent_24573,No,Yes,33029.53,1,42,2
45543,respondent_45543,No,No,0.0,4,95,3
60103,respondent_60103,No,Yes,3044.19,4,135,7
21092,respondent_21092,No,Yes,0.0,4,130,0
5260,respondent_5260,Yes,No,929.64,1,52,1
95883,respondent_95883,Yes,Yes,42862.5,4,130,3
99430,respondent_99430,Yes,Yes,27654.25,4,130,4
39514,respondent_39514,Yes,Yes,21450.3,4,68,4
42093,respondent_42093,Yes,Yes,5467.35,1,50,7
4332,respondent_4332,No,Yes,31750.0,4,130,2
634,respondent_634,No,Yes,13056.87,4,82,3
45762,respondent_45762,No,Yes,0.0,3,11,7
68560,respondent_68560,No,Yes,15875.0,1,130,8
56351,respondent_56351,No,Yes,0.0,2,50,3
11557,respondent_11557,Yes,Yes,17462.5,1,130,3
97658,respondent_97658,Yes,Yes,26890.98,4,94,8
63986,respondent_63986,Yes,Yes,4053.84,4,50,4
28253,respondent_28253,No,Yes,40176.45,1,24,4
82731,respondent_82731,No,Yes,4091.94,1,74,8
41134,respondent_41134,Yes,Yes,45053.25,4,130,3
48543,respondent_48543,Yes,Yes,0.0,1,50,8
7393,respondent_7393,No,Yes,2590.8,1,45,8
23706,respondent_23706,No,Yes,0.0,3,100,8
82025,respondent_82025,Yes,Yes,30192.35,4,116,4
74034,respondent_74034,No,Yes,22225.0,2,130,0
46,respondent_46,Yes,Yes,0.0,2,128,7
85407,respondent_85407,No,Yes,41910.0,1,130,5
92562,respondent_92562,Yes,No,0.0,4,52,8
95110,respondent_95110,No,Yes,24287.16,4,21,6
55140,respondent_55140,No,Yes,13335.0,1,130,7
57110,respondent_57110,No,Yes,24256.05,4,128,0
59568,respondent_59568,No,No,11449.05,4,82,1
2959,respondent_2959,No,Yes,10430.83,1,21,7
10584,respondent_10584,No,No,11658.6,4,82,6
41814,respondent_41814,No,Yes,3135.63,1,94,7
22625,respondent_22625,Yes,Yes,33337.5,4,130,2
101523,respondent_101523,No,Yes,6656.07,4,17,3
48777,respondent_48777,No,No,26987.5,4,130,0
16161,respondent_16161,Yes,Yes,0.0,4,104,7
20747,respondent_20747,Yes,Yes,5943.6,4,17,1
68875,respondent_68875,No,No,2526.03,4,89,7
63974,respondent_63974,Yes,Yes,822.96,4,77,8
23879,respondent_23879,No,Yes,0.0,3,126,4
78414,respondent_78414,Yes,Yes,15449.55,4,115,0
59023,respondent_59023,No,No,317500.0,1,127,8
38208,respondent_38208,No,Yes,3776.98,4,42,8
67215,respondent_67215,Yes,Yes,47625.0,2,130,2
43056,respondent_43056,Yes,Yes,14287.5,4,130,4
19832,respondent_19832,No,Yes,15543.21,4,40,0
7139,respondent_7139,No,Yes,4663.12,2,40,1
35688,respondent_35688,No,No,13600.43,4,40,2
21714,respondent_21714,No,Yes,17486.31,1,40,4
56149,respondent_56149,Yes,Yes,0.0,3,40,8
31740,respondent_31740,Yes,No,13335.0,2,130,6
54456,respondent_54456,No,No,33337.5,1,130,4
100399,respondent_100399,No,Yes,317500.0,4,130,3
21145,respondent_21145,No,Yes,0.0,4,109,2
76728,respondent_76728,No,Yes,19050.0,1,32,3
39422,respondent_39422,Yes,Yes,5467.35,2,50,7
48628,respondent_48628,No,Yes,19685.0,4,130,2
18735,respondent_18735,No,Yes,35560.0,2,130,6
25101,respondent_25101,No,Yes,21328.38,2,7,4
1486,respondent_1486,Yes,Yes,3175.0,2,130,4
16332,respondent_16332,No,No,11657.33,4,111,1
38716,respondent_38716,Yes,Yes,15339.38,2,21,1
96725,respondent_96725,Yes,Yes,0.0,3,44,8
64085,respondent_64085,No,Yes,0.0,3,23,8
8285,respondent_8285,No,Yes,0.0,2,128,1
71585,respondent_71585,Yes,No,0.0,3,126,8
1373,respondent_1373,No,Yes,0.0,3,7,8
71079,respondent_71079,No,Yes,13445.49,4,94,3
58702,respondent_58702,No,Yes,16322.04,1,64,7
41261,respondent_41261,Yes,Yes,0.0,4,40,4
48061,respondent_48061,Yes,No,11657.33,1,111,7
3152,respondent_3152,Yes,Yes,19048.1,2,42,3
80177,respondent_80177,Yes,Yes,0.0,1,50,8
36634,respondent_36634,No,Yes,0.0,3,50,2
14151,respondent_14151,Yes,Yes,8812.53,1,82,1
29626,respondent_29626,No,Yes,1192.53,4,50,4
68405,respondent_68405,Yes,Yes,1375.41,1,11,3
88478,respondent_88478,Yes,Yes,0.0,1,55,3
76564,respondent_76564,No,Yes,0.0,4,42,7
20619,respondent_20619,No,Yes,0.0,3,31,0
26029,respondent_26029,Yes,Yes,0.0,3,130,8
8013,respondent_8013,No,Yes,5787.39,2,104,4
100259,respondent_100259,No,Yes,0.0,3,130,8
20932,respondent_20932,No,Yes,0.0,3,42,3
61603,respondent_61603,No,Yes,0.0,3,130,0
42315,respondent_42315,Yes,Yes,2697.48,4,100,5
11371,respondent_11371,No,No,7128.51,4,17,7
91433,respondent_91433,No,Yes,2358.39,1,100,3
51971,respondent_51971,Yes,Yes,281806.65,4,31,4
81334,respondent_81334,Yes,No,12824.46,2,50,8
14476,respondent_14476,No,Yes,8379.46,1,128,2
47015,respondent_47015,No,No,29143.64,2,40,4
82573,respondent_82573,No,Yes,6720.84,2,94,0
7803,respondent_7803,Yes,Yes,23313.39,2,82,1
77076,respondent_77076,No,Yes,5943.6,4,17,8
67298,respondent_67298,Yes,Yes,15156.18,1,39,4
98673,respondent_98673,No,Yes,0.0,3,109,8
6679,respondent_6679,No,No,22542.5,4,130,2
82127,respondent_82127,No,No,9326.88,4,56,0
57779,respondent_57779,Yes,Yes,0.0,3,50,1
76782,respondent_76782,Yes,Yes,0.0,2,130,7
97028,respondent_97028,No,Yes,43815.0,1,130,2
73041,respondent_73041,Yes,Yes,4473.26,2,50,8
29698,respondent_29698,No,Yes,127000.0,4,130,5
70027,respondent_70027,No,Yes,13600.43,2,56,4
43549,respondent_43549,No,No,3566.16,4,17,4
25591,respondent_25591,No,No,22454.87,2,94,3
52499,respondent_52499,Yes,Yes,6014.09,1,50,8
12390,respondent_12390,No,No,895.35,4,50,4
67379,respondent_67379,No,No,26035.0,4,130,3
89428,respondent_89428,Yes,Yes,11657.33,2,111,4
90348,respondent_90348,No,Yes,53975.0,4,130,0
88978,respondent_88978,Yes,No,0.0,3,50,8
53755,respondent_53755,No,No,31432.5,4,130,0
22466,respondent_22466,No,No,44450.0,4,130,4
38330,respondent_38330,Yes,Yes,38735.0,4,130,3
55351,respondent_55351,Yes,No,0.0,4,126,8
338,respondent_338,No,Yes,361950.0,2,130,0
76910,respondent_76910,Yes,Yes,9010.33,1,30,5
101237,respondent_101237,No,Yes,24447.5,1,130,4
88186,respondent_88186,No,No,27422.79,3,7,3
70331,respondent_70331,Yes,Yes,0.0,3,50,4
68422,respondent_68422,Yes,Yes,0.0,1,50,8
83539,respondent_83539,Yes,Yes,44450.0,2,130,3
