respondent_id,language_worked_with_id,momento
101346,0,0-2 years
101346,5,0-2 years
101346,30,0-2 years
101346,22,0-2 years
101346,19,0-2 years
44791,15,9-11 years
44791,10,9-11 years
44791,38,9-11 years
44791,5,9-11 years
44791,30,9-11 years
44791,22,9-11 years
44791,19,9-11 years
32306,37,9-11 years
32306,15,9-11 years
32306,10,9-11 years
32306,0,9-11 years
32306,38,9-11 years
32306,5,9-11 years
32306,28,9-11 years
32306,30,9-11 years
32306,18,9-11 years
32306,4,9-11 years
37142,10,6-8 years
37142,38,6-8 years
37142,5,6-8 years
37142,34,6-8 years
37142,22,6-8 years
37142,19,6-8 years
37142,4,6-8 years
21745,15,6-8 years
21745,10,6-8 years
21745,38,6-8 years
21745,5,6-8 years
21745,28,6-8 years
21745,34,6-8 years
21745,30,6-8 years
21745,22,6-8 years
21745,19,6-8 years
23026,38,9-11 years
23026,5,9-11 years
23026,30,9-11 years
23026,22,9-11 years
23026,19,9-11 years
23026,4,9-11 years
73074,15,9-11 years
73074,10,9-11 years
73074,34,9-11 years
73074,4,9-11 years
6595,24,6-8 years
67775,0,3-5 years
67775,5,3-5 years
67775,18,3-5 years
67775,22,3-5 years
67775,19,3-5 years
67775,4,3-5 years
97770,5,9-11 years
97770,34,9-11 years
97770,30,9-11 years
97770,18,9-11 years
97770,22,9-11 years
97770,19,9-11 years
97770,4,9-11 years
96978,10,12-14 years
96978,0,12-14 years
96978,38,12-14 years
96978,5,12-14 years
96978,34,12-14 years
96978,18,12-14 years
96978,22,12-14 years
47465,15,9-11 years
47465,10,9-11 years
47465,38,9-11 years
47465,5,9-11 years
47465,7,9-11 years
47465,28,9-11 years
47465,34,9-11 years
47465,33,9-11 years
47465,30,9-11 years
47465,2,9-11 years
47465,35,9-11 years
47465,6,9-11 years
47465,22,9-11 years
47465,19,9-11 years
47465,4,9-11 years
61810,38,3-5 years
61810,5,3-5 years
61810,34,3-5 years
61810,18,3-5 years
61810,22,3-5 years
61810,19,3-5 years
61810,4,3-5 years
69304,38,21-23 years
69304,5,21-23 years
69304,33,21-23 years
69304,30,21-23 years
69304,18,21-23 years
69304,22,21-23 years
69304,19,21-23 years
56208,38,12-14 years
56208,5,12-14 years
56208,30,12-14 years
56208,22,12-14 years
56208,19,12-14 years
3142,24,3-5 years
26064,38,6-8 years
26064,18,6-8 years
26064,29,6-8 years
35106,38,0-2 years
35106,5,0-2 years
35106,30,0-2 years
24247,15,6-8 years
24247,31,6-8 years
98390,10,30 or more years
98390,38,30 or more years
98390,5,30 or more years
98390,34,30 or more years
98390,4,30 or more years
92482,0,9-11 years
92482,38,9-11 years
92482,5,9-11 years
92482,9,9-11 years
92482,28,9-11 years
92482,34,9-11 years
92482,23,9-11 years
92482,33,9-11 years
92482,3,9-11 years
92482,30,9-11 years
92482,18,9-11 years
92482,29,9-11 years
92482,22,9-11 years
92482,19,9-11 years
92482,4,9-11 years
60118,30,6-8 years
54761,24,12-14 years
51214,5,3-5 years
51214,28,3-5 years
51214,30,3-5 years
51214,2,3-5 years
51214,22,3-5 years
51214,19,3-5 years
67774,36,6-8 years
67774,8,6-8 years
67774,5,6-8 years
67774,28,6-8 years
67774,34,6-8 years
67774,33,6-8 years
67774,30,6-8 years
67774,22,6-8 years
67774,19,6-8 years
67774,4,6-8 years
37969,5,3-5 years
37969,22,3-5 years
37969,19,3-5 years
43430,5,9-11 years
43430,9,9-11 years
43430,34,9-11 years
43430,22,9-11 years
43430,19,9-11 years
68253,38,9-11 years
68253,5,9-11 years
68253,28,9-11 years
68253,30,9-11 years
68253,18,9-11 years
68253,22,9-11 years
68253,19,9-11 years
68253,4,9-11 years
48743,5,12-14 years
48743,28,12-14 years
48743,34,12-14 years
48743,30,12-14 years
48743,18,12-14 years
48743,22,12-14 years
48743,4,12-14 years
53959,0,6-8 years
53959,5,6-8 years
53959,18,6-8 years
53959,22,6-8 years
53959,19,6-8 years
67313,0,3-5 years
22299,38,9-11 years
22299,5,9-11 years
22299,30,9-11 years
22299,18,9-11 years
22299,21,9-11 years
22299,22,9-11 years
22299,19,9-11 years
22299,4,9-11 years
89570,38,3-5 years
89570,29,3-5 years
70693,38,3-5 years
70693,5,3-5 years
70693,16,3-5 years
70693,17,3-5 years
56987,8,12-14 years
56987,5,12-14 years
56987,28,12-14 years
56987,30,12-14 years
56987,22,12-14 years
56987,19,12-14 years
56987,4,12-14 years
5842,9,0-2 years
5842,33,0-2 years
5842,17,0-2 years
5842,6,0-2 years
5842,14,0-2 years
8640,0,3-5 years
8640,38,3-5 years
8640,5,3-5 years
8640,28,3-5 years
8640,30,3-5 years
8640,22,3-5 years
62645,27,15-17 years
62645,38,15-17 years
62645,28,15-17 years
62645,34,15-17 years
62645,18,15-17 years
62645,22,15-17 years
62645,19,15-17 years
50329,15,0-2 years
50329,38,0-2 years
50329,5,0-2 years
50329,22,0-2 years
50329,19,0-2 years
95742,0,9-11 years
95742,30,9-11 years
29085,15,21-23 years
29085,38,21-23 years
29085,5,21-23 years
29085,28,21-23 years
29085,30,21-23 years
29085,21,21-23 years
29085,22,21-23 years
29085,19,21-23 years
18789,15,3-5 years
18789,0,3-5 years
18789,38,3-5 years
18789,5,3-5 years
18789,33,3-5 years
18789,22,3-5 years
18789,19,3-5 years
28871,38,3-5 years
28871,16,3-5 years
28871,17,3-5 years
55765,24,3-5 years
36602,0,3-5 years
36602,5,3-5 years
36602,28,3-5 years
36602,30,3-5 years
36602,22,3-5 years
36602,19,3-5 years
25588,5,0-2 years
25588,16,0-2 years
25588,3,0-2 years
25588,18,0-2 years
20882,38,9-11 years
20882,5,9-11 years
20882,18,9-11 years
20882,22,9-11 years
20882,19,9-11 years
20882,4,9-11 years
51717,0,18-20 years
51717,38,18-20 years
51717,5,18-20 years
51717,28,18-20 years
51717,30,18-20 years
51717,35,18-20 years
51717,22,18-20 years
51717,19,18-20 years
51717,4,18-20 years
96956,36,9-11 years
96956,31,9-11 years
96956,5,9-11 years
96956,28,9-11 years
96956,34,9-11 years
96956,22,9-11 years
96956,19,9-11 years
96956,4,9-11 years
16812,0,9-11 years
16812,38,9-11 years
16812,5,9-11 years
16812,34,9-11 years
16812,26,9-11 years
16812,30,9-11 years
16812,22,9-11 years
16812,19,9-11 years
70881,38,9-11 years
70881,34,9-11 years
70881,23,9-11 years
70881,30,9-11 years
70881,22,9-11 years
14969,38,0-2 years
44408,0,6-8 years
44408,5,6-8 years
44408,34,6-8 years
44408,30,6-8 years
44408,21,6-8 years
44408,4,6-8 years
1307,0,0-2 years
1307,5,0-2 years
1307,30,0-2 years
1307,18,0-2 years
1307,22,0-2 years
1307,19,0-2 years
1307,4,0-2 years
89705,17,6-8 years
57288,10,30 or more years
57288,5,30 or more years
57288,28,30 or more years
57288,34,30 or more years
57288,22,30 or more years
57288,19,30 or more years
44818,37,3-5 years
44818,15,3-5 years
44818,10,3-5 years
44818,38,3-5 years
44818,5,3-5 years
44818,28,3-5 years
44818,34,3-5 years
44818,30,3-5 years
44818,22,3-5 years
44818,19,3-5 years
38942,10,6-8 years
38942,38,6-8 years
38942,5,6-8 years
38942,9,6-8 years
38942,16,6-8 years
38942,34,6-8 years
38942,18,6-8 years
38942,22,6-8 years
38942,19,6-8 years
95992,0,15-17 years
95992,38,15-17 years
95992,5,15-17 years
95992,32,15-17 years
95992,7,15-17 years
95992,34,15-17 years
95992,30,15-17 years
95992,22,15-17 years
95992,19,15-17 years
39612,38,15-17 years
39612,5,15-17 years
39612,34,15-17 years
39612,30,15-17 years
39612,22,15-17 years
39612,19,15-17 years
39612,4,15-17 years
59546,31,3-5 years
59546,5,3-5 years
59546,16,3-5 years
59546,34,3-5 years
59546,30,3-5 years
82382,10,12-14 years
82382,8,12-14 years
82382,31,12-14 years
82382,12,12-14 years
82382,5,12-14 years
82382,34,12-14 years
82382,30,12-14 years
82382,22,12-14 years
82382,19,12-14 years
82382,4,12-14 years
31476,37,3-5 years
31476,15,3-5 years
31476,10,3-5 years
31476,0,3-5 years
31476,38,3-5 years
31476,5,3-5 years
31476,9,3-5 years
31476,34,3-5 years
31476,30,3-5 years
31476,22,3-5 years
31476,19,3-5 years
31476,4,3-5 years
86356,24,
48385,15,12-14 years
48385,10,12-14 years
48385,5,12-14 years
48385,9,12-14 years
48385,28,12-14 years
48385,34,12-14 years
48385,30,12-14 years
48385,22,12-14 years
48385,19,12-14 years
48385,4,12-14 years
52934,24,
76576,10,18-20 years
76576,12,18-20 years
76576,38,18-20 years
76576,5,18-20 years
76576,34,18-20 years
76576,33,18-20 years
76576,30,18-20 years
76576,22,18-20 years
76576,4,18-20 years
37828,5,6-8 years
90777,5,21-23 years
90777,33,21-23 years
90777,30,21-23 years
90777,22,21-23 years
90777,19,21-23 years
3400,36,3-5 years
3400,31,3-5 years
3400,5,3-5 years
3400,7,3-5 years
3400,34,3-5 years
3400,30,3-5 years
3400,22,3-5 years
3400,4,3-5 years
26647,10,12-14 years
26647,0,12-14 years
26647,38,12-14 years
26647,5,12-14 years
26647,16,12-14 years
26647,34,12-14 years
26647,30,12-14 years
26647,17,12-14 years
26647,22,12-14 years
26647,19,12-14 years
61415,37,6-8 years
61415,10,6-8 years
61415,20,6-8 years
42335,24,0-2 years
247,15,6-8 years
247,10,6-8 years
247,0,6-8 years
247,31,6-8 years
247,38,6-8 years
247,34,6-8 years
247,4,6-8 years
91096,0,6-8 years
91096,5,6-8 years
91096,22,6-8 years
91096,19,6-8 years
31031,0,18-20 years
31031,5,18-20 years
31031,28,18-20 years
31031,30,18-20 years
31031,22,18-20 years
31031,19,18-20 years
7971,0,9-11 years
7971,31,9-11 years
7971,38,9-11 years
7971,5,9-11 years
7971,28,9-11 years
7971,34,9-11 years
7971,33,9-11 years
7971,22,9-11 years
7971,19,9-11 years
7971,4,9-11 years
10916,5,6-8 years
10916,34,6-8 years
10916,3,6-8 years
10916,29,6-8 years
10916,22,6-8 years
10916,19,6-8 years
10916,4,6-8 years
10231,23,0-2 years
10231,30,0-2 years
10231,4,0-2 years
30426,34,15-17 years
30426,23,15-17 years
38360,15,6-8 years
38360,10,6-8 years
38360,38,6-8 years
38360,28,6-8 years
38360,34,6-8 years
38360,23,6-8 years
38360,22,6-8 years
38360,19,6-8 years
38360,4,6-8 years
9476,37,6-8 years
9476,15,6-8 years
9476,27,6-8 years
9476,38,6-8 years
9476,5,6-8 years
9476,16,6-8 years
9476,30,6-8 years
9476,17,6-8 years
9476,21,6-8 years
9476,22,6-8 years
9476,19,6-8 years
12141,5,3-5 years
12141,16,3-5 years
12141,28,3-5 years
12141,30,3-5 years
12141,17,3-5 years
12141,22,3-5 years
12141,19,3-5 years
89282,31,3-5 years
89282,38,3-5 years
89282,5,3-5 years
89282,7,3-5 years
89282,28,3-5 years
89282,34,3-5 years
89282,30,3-5 years
89282,22,3-5 years
89282,19,3-5 years
89282,4,3-5 years
89031,24,3-5 years
13576,15,3-5 years
13576,10,3-5 years
13576,38,3-5 years
13576,5,3-5 years
13576,30,3-5 years
13576,22,3-5 years
13576,19,3-5 years
71554,0,9-11 years
71554,5,9-11 years
71554,30,9-11 years
71554,18,9-11 years
71554,22,9-11 years
71554,19,9-11 years
71554,4,9-11 years
31120,34,21-23 years
31120,26,21-23 years
31120,22,21-23 years
31120,4,21-23 years
91725,24,0-2 years
30083,10,27-29 years
30083,12,27-29 years
30083,38,27-29 years
30083,5,27-29 years
30083,34,27-29 years
30083,3,27-29 years
30083,22,27-29 years
30083,19,27-29 years
30083,4,27-29 years
1655,5,0-2 years
1655,18,0-2 years
1655,22,0-2 years
1655,19,0-2 years
64976,24,6-8 years
68893,10,12-14 years
68893,38,12-14 years
68893,5,12-14 years
68893,34,12-14 years
68893,30,12-14 years
68893,22,12-14 years
68893,19,12-14 years
68893,4,12-14 years
18238,0,3-5 years
18238,36,3-5 years
18238,12,3-5 years
18238,5,3-5 years
18238,28,3-5 years
18238,30,3-5 years
18238,18,3-5 years
18238,22,3-5 years
18238,19,3-5 years
18238,4,3-5 years
55594,15,12-14 years
55594,34,12-14 years
55594,4,12-14 years
8610,24,
101348,12,30 or more years
101348,5,30 or more years
101348,22,30 or more years
101348,19,30 or more years
1491,10,6-8 years
1491,0,6-8 years
1491,38,6-8 years
1491,5,6-8 years
1491,34,6-8 years
1491,22,6-8 years
1491,19,6-8 years
1491,4,6-8 years
44473,37,27-29 years
44473,15,27-29 years
44473,10,27-29 years
44473,11,27-29 years
44473,38,27-29 years
44473,26,27-29 years
44473,29,27-29 years
75347,24,24-26 years
91075,0,3-5 years
91075,5,3-5 years
91075,28,3-5 years
91075,30,3-5 years
6882,24,9-11 years
47144,31,12-14 years
47144,38,12-14 years
47144,5,12-14 years
47144,32,12-14 years
47144,9,12-14 years
47144,28,12-14 years
47144,34,12-14 years
47144,33,12-14 years
47144,26,12-14 years
47144,18,12-14 years
47144,22,12-14 years
47144,19,12-14 years
47144,4,12-14 years
15798,31,12-14 years
15798,5,12-14 years
15798,28,12-14 years
15798,26,12-14 years
15798,30,12-14 years
15798,18,12-14 years
15798,22,12-14 years
15798,19,12-14 years
9139,38,12-14 years
9139,5,12-14 years
9139,30,12-14 years
9139,22,12-14 years
9139,19,12-14 years
48047,10,0-2 years
48047,5,0-2 years
48047,28,0-2 years
48047,34,0-2 years
48047,30,0-2 years
48047,22,0-2 years
48047,19,0-2 years
48047,4,0-2 years
28714,5,3-5 years
28714,22,3-5 years
28714,19,3-5 years
55500,5,18-20 years
55500,34,18-20 years
55500,23,18-20 years
55500,33,18-20 years
55500,18,18-20 years
55500,22,18-20 years
55500,19,18-20 years
55500,4,18-20 years
82238,10,18-20 years
82238,36,18-20 years
82238,34,18-20 years
68591,15,30 or more years
68591,10,30 or more years
68591,5,30 or more years
68591,32,30 or more years
68591,22,30 or more years
68591,19,30 or more years
68591,4,30 or more years
96337,15,6-8 years
96337,10,6-8 years
96337,9,6-8 years
96337,28,6-8 years
96337,34,6-8 years
96337,4,6-8 years
48113,37,0-2 years
48113,15,0-2 years
48113,10,0-2 years
48113,0,0-2 years
48113,38,0-2 years
48113,5,0-2 years
48113,28,0-2 years
48113,30,0-2 years
48113,22,0-2 years
48113,19,0-2 years
20419,24,6-8 years
35773,15,12-14 years
35773,10,12-14 years
35773,5,12-14 years
35773,16,12-14 years
35773,28,12-14 years
35773,33,12-14 years
35773,30,12-14 years
35773,17,12-14 years
35773,22,12-14 years
35773,19,12-14 years
35773,4,12-14 years
101050,24,9-11 years
15354,0,6-8 years
15354,36,6-8 years
15354,38,6-8 years
15354,5,6-8 years
15354,28,6-8 years
15354,22,6-8 years
15354,19,6-8 years
15354,4,6-8 years
63159,0,15-17 years
63159,12,15-17 years
63159,38,15-17 years
63159,5,15-17 years
63159,30,15-17 years
63159,18,15-17 years
63159,29,15-17 years
63159,22,15-17 years
63159,19,15-17 years
63159,4,15-17 years
41271,31,9-11 years
41271,38,9-11 years
41271,5,9-11 years
41271,18,9-11 years
41271,22,9-11 years
6075,10,3-5 years
6075,12,3-5 years
6075,38,3-5 years
6075,16,3-5 years
6075,29,3-5 years
52904,37,15-17 years
52904,15,15-17 years
52904,10,15-17 years
52904,0,15-17 years
52904,38,15-17 years
52904,5,15-17 years
52904,16,15-17 years
52904,7,15-17 years
52904,34,15-17 years
52904,33,15-17 years
52904,30,15-17 years
52904,17,15-17 years
52904,18,15-17 years
52904,22,15-17 years
52904,19,15-17 years
52904,4,15-17 years
46195,0,9-11 years
46195,5,9-11 years
46195,18,9-11 years
47569,0,0-2 years
47569,5,0-2 years
47569,30,0-2 years
47569,35,0-2 years
47569,21,0-2 years
47569,22,0-2 years
47569,19,0-2 years
47569,4,0-2 years
87730,24,3-5 years
31220,28,9-11 years
31220,30,9-11 years
59396,5,9-11 years
59396,28,9-11 years
59396,30,9-11 years
59396,21,9-11 years
59396,22,9-11 years
59396,19,9-11 years
37025,15,3-5 years
37025,10,3-5 years
37025,38,3-5 years
37025,9,3-5 years
37025,34,3-5 years
37025,4,3-5 years
91958,36,3-5 years
91958,38,3-5 years
91958,16,3-5 years
91958,28,3-5 years
91958,33,3-5 years
427,31,12-14 years
427,12,12-14 years
427,38,12-14 years
427,5,12-14 years
427,34,12-14 years
427,29,12-14 years
66340,37,3-5 years
66340,15,3-5 years
66340,0,3-5 years
66340,5,3-5 years
66340,34,3-5 years
66340,30,3-5 years
66340,22,3-5 years
66340,19,3-5 years
92326,27,18-20 years
92326,12,18-20 years
92326,5,18-20 years
92326,34,18-20 years
92326,33,18-20 years
92326,4,18-20 years
35934,30,15-17 years
35934,6,15-17 years
23119,0,24-26 years
23119,30,24-26 years
83305,5,3-5 years
83305,28,3-5 years
83305,30,3-5 years
83305,22,3-5 years
83305,19,3-5 years
80184,10,12-14 years
80184,0,12-14 years
80184,38,12-14 years
80184,5,12-14 years
80184,34,12-14 years
80184,30,12-14 years
80184,2,12-14 years
80184,22,12-14 years
80184,19,12-14 years
80184,4,12-14 years
14349,15,3-5 years
14349,10,3-5 years
14349,0,3-5 years
14349,38,3-5 years
14349,5,3-5 years
14349,30,3-5 years
14349,22,3-5 years
14349,19,3-5 years
76808,15,9-11 years
76808,10,9-11 years
76808,0,9-11 years
76808,38,9-11 years
76808,5,9-11 years
76808,7,9-11 years
76808,28,9-11 years
76808,34,9-11 years
76808,33,9-11 years
76808,30,9-11 years
76808,2,9-11 years
76808,21,9-11 years
76808,14,9-11 years
76808,22,9-11 years
76808,19,9-11 years
55108,5,3-5 years
55108,18,3-5 years
55108,22,3-5 years
55108,19,3-5 years
39681,31,6-8 years
39681,34,6-8 years
39681,4,6-8 years
94622,10,3-5 years
94622,0,3-5 years
94622,5,3-5 years
94622,28,3-5 years
94622,30,3-5 years
94622,22,3-5 years
94622,19,3-5 years
32415,37,3-5 years
32415,15,3-5 years
32415,10,3-5 years
32415,38,3-5 years
32415,5,3-5 years
32415,34,3-5 years
32415,29,3-5 years
32415,22,3-5 years
32415,19,3-5 years
32415,4,3-5 years
93833,24,18-20 years
66800,0,30 or more years
66800,38,30 or more years
66800,5,30 or more years
66800,30,30 or more years
66800,18,30 or more years
66800,29,30 or more years
66800,22,30 or more years
66800,19,30 or more years
77993,0,12-14 years
77993,5,12-14 years
77993,28,12-14 years
77993,34,12-14 years
77993,23,12-14 years
77993,30,12-14 years
77993,22,12-14 years
77993,19,12-14 years
77993,4,12-14 years
20424,0,0-2 years
23469,0,9-11 years
23469,5,9-11 years
23469,28,9-11 years
23469,30,9-11 years
23469,18,9-11 years
23469,22,9-11 years
23469,19,9-11 years
79582,10,21-23 years
79582,0,21-23 years
79582,5,21-23 years
79582,35,21-23 years
79582,21,21-23 years
79582,22,21-23 years
79582,19,21-23 years
32735,37,3-5 years
32735,15,3-5 years
32735,0,3-5 years
32735,33,3-5 years
32735,3,3-5 years
32735,18,3-5 years
32735,22,3-5 years
32735,19,3-5 years
32735,4,3-5 years
26417,15,27-29 years
26417,10,27-29 years
26417,38,27-29 years
26417,5,27-29 years
26417,34,27-29 years
26417,18,27-29 years
26417,22,27-29 years
26417,19,27-29 years
26417,4,27-29 years
81901,5,6-8 years
81901,28,6-8 years
85570,24,3-5 years
5494,15,6-8 years
5494,10,6-8 years
5494,36,6-8 years
5494,38,6-8 years
5494,5,6-8 years
5494,23,6-8 years
5494,33,6-8 years
5494,30,6-8 years
5494,22,6-8 years
5494,19,6-8 years
5494,4,6-8 years
54819,38,12-14 years
54819,5,12-14 years
54819,28,12-14 years
54819,30,12-14 years
54819,29,12-14 years
54819,22,12-14 years
54819,19,12-14 years
54819,4,12-14 years
42749,15,6-8 years
42749,10,6-8 years
42749,0,6-8 years
42749,38,6-8 years
42749,34,6-8 years
42749,30,6-8 years
42749,2,6-8 years
42749,35,6-8 years
14786,38,3-5 years
14786,4,3-5 years
99442,5,0-2 years
99442,28,0-2 years
99442,30,0-2 years
99442,22,0-2 years
99442,19,0-2 years
15976,38,12-14 years
15976,5,12-14 years
15976,28,12-14 years
15976,34,12-14 years
15976,30,12-14 years
15976,22,12-14 years
15976,19,12-14 years
15976,4,12-14 years
94454,38,3-5 years
94454,7,3-5 years
94454,34,3-5 years
94454,33,3-5 years
94454,4,3-5 years
70216,15,12-14 years
70216,10,12-14 years
70216,0,12-14 years
70216,38,12-14 years
70216,5,12-14 years
70216,33,12-14 years
70216,17,12-14 years
70216,22,12-14 years
70216,19,12-14 years
24445,5,9-11 years
24445,28,9-11 years
42276,0,3-5 years
42276,38,3-5 years
42276,5,3-5 years
42276,30,3-5 years
42276,18,3-5 years
42276,22,3-5 years
42276,19,3-5 years
42276,4,3-5 years
46823,24,
79993,38,0-2 years
79993,5,0-2 years
79993,28,0-2 years
79993,30,0-2 years
79993,22,0-2 years
79993,19,0-2 years
6956,0,6-8 years
6956,34,6-8 years
6956,22,6-8 years
88372,9,6-8 years
88372,34,6-8 years
88372,23,6-8 years
2747,0,3-5 years
2747,5,3-5 years
2747,30,3-5 years
2747,22,3-5 years
2747,19,3-5 years
97994,24,9-11 years
12927,15,12-14 years
12927,10,12-14 years
12927,0,12-14 years
12927,38,12-14 years
12927,5,12-14 years
12927,28,12-14 years
12927,30,12-14 years
12927,18,12-14 years
12927,2,12-14 years
12927,35,12-14 years
12927,21,12-14 years
12927,22,12-14 years
12927,19,12-14 years
12927,4,12-14 years
91581,15,30 or more years
91581,10,30 or more years
91581,31,30 or more years
91581,30,30 or more years
91581,4,30 or more years
67630,5,15-17 years
67630,33,15-17 years
67630,30,15-17 years
67630,17,15-17 years
67630,22,15-17 years
67630,19,15-17 years
67086,0,18-20 years
67086,11,18-20 years
67086,5,18-20 years
67086,30,18-20 years
67086,4,18-20 years
39484,0,3-5 years
39484,38,3-5 years
39484,30,3-5 years
33341,15,27-29 years
33341,38,27-29 years
33341,5,27-29 years
33341,7,27-29 years
33341,28,27-29 years
33341,34,27-29 years
33341,30,27-29 years
33341,22,27-29 years
33341,19,27-29 years
33341,4,27-29 years
66875,0,9-11 years
66875,20,9-11 years
66875,26,9-11 years
66875,18,9-11 years
34449,15,6-8 years
34449,10,6-8 years
34449,38,6-8 years
34449,5,6-8 years
34449,28,6-8 years
34449,34,6-8 years
34449,23,6-8 years
34449,26,6-8 years
34449,30,6-8 years
34449,22,6-8 years
34449,19,6-8 years
84138,10,6-8 years
84138,5,6-8 years
84138,28,6-8 years
84138,34,6-8 years
84138,30,6-8 years
84138,22,6-8 years
84138,19,6-8 years
70872,0,3-5 years
70872,5,3-5 years
70872,30,3-5 years
70872,18,3-5 years
70872,22,3-5 years
70872,19,3-5 years
70872,4,3-5 years
8089,28,0-2 years
8089,30,0-2 years
8089,22,0-2 years
8089,19,0-2 years
12430,5,6-8 years
12430,18,6-8 years
12430,22,6-8 years
12430,19,6-8 years
78159,38,0-2 years
78159,5,0-2 years
78159,34,0-2 years
78159,30,0-2 years
78159,18,0-2 years
78159,22,0-2 years
78159,19,0-2 years
90334,15,6-8 years
90334,10,6-8 years
90334,0,6-8 years
90334,5,6-8 years
72275,0,3-5 years
72275,5,3-5 years
72275,30,3-5 years
72275,18,3-5 years
72275,35,3-5 years
72275,22,3-5 years
72275,19,3-5 years
83551,0,3-5 years
83551,38,3-5 years
83551,5,3-5 years
83551,28,3-5 years
83551,18,3-5 years
83551,22,3-5 years
83551,19,3-5 years
9747,5,0-2 years
9747,28,0-2 years
9747,34,0-2 years
9747,30,0-2 years
9747,22,0-2 years
9747,19,0-2 years
9747,4,0-2 years
33014,15,3-5 years
33014,10,3-5 years
33014,0,3-5 years
45027,31,9-11 years
45027,33,9-11 years
45027,4,9-11 years
45743,5,3-5 years
45743,34,3-5 years
45743,22,3-5 years
45743,19,3-5 years
27049,15,6-8 years
27049,10,6-8 years
27049,38,6-8 years
27049,5,6-8 years
27049,30,6-8 years
27049,18,6-8 years
27049,22,6-8 years
27049,19,6-8 years
27049,4,6-8 years
73899,5,6-8 years
73899,33,6-8 years
48647,9,9-11 years
48647,16,9-11 years
48647,34,9-11 years
48647,17,9-11 years
13202,10,3-5 years
13202,0,3-5 years
13202,38,3-5 years
13202,5,3-5 years
13202,30,3-5 years
13202,22,3-5 years
13202,19,3-5 years
47897,5,9-11 years
47897,28,9-11 years
47897,34,9-11 years
47897,18,9-11 years
47897,22,9-11 years
47897,19,9-11 years
47897,4,9-11 years
32040,0,12-14 years
32040,5,12-14 years
35864,38,6-8 years
34594,31,12-14 years
34594,5,12-14 years
34594,16,12-14 years
34594,28,12-14 years
34594,34,12-14 years
34594,17,12-14 years
34594,18,12-14 years
34594,29,12-14 years
34594,22,12-14 years
34594,19,12-14 years
2193,38,3-5 years
2193,5,3-5 years
2193,22,3-5 years
2193,19,3-5 years
30556,38,3-5 years
30556,5,3-5 years
30556,16,3-5 years
30556,17,3-5 years
30556,4,3-5 years
86208,10,9-11 years
86208,38,9-11 years
86208,4,9-11 years
88973,15,9-11 years
88973,10,9-11 years
88973,38,9-11 years
88973,5,9-11 years
88973,9,9-11 years
88973,7,9-11 years
88973,30,9-11 years
88973,22,9-11 years
88973,19,9-11 years
10132,5,12-14 years
10132,28,12-14 years
10132,34,12-14 years
10132,30,12-14 years
10132,2,12-14 years
10132,35,12-14 years
10132,22,12-14 years
10132,19,12-14 years
13708,38,15-17 years
13708,5,15-17 years
13708,28,15-17 years
13708,30,15-17 years
13708,22,15-17 years
13708,19,15-17 years
13708,4,15-17 years
8375,37,6-8 years
8375,15,6-8 years
8375,10,6-8 years
8375,0,6-8 years
8375,36,6-8 years
8375,38,6-8 years
8375,5,6-8 years
8375,9,6-8 years
8375,7,6-8 years
8375,28,6-8 years
8375,34,6-8 years
8375,33,6-8 years
8375,30,6-8 years
8375,17,6-8 years
8375,18,6-8 years
8375,35,6-8 years
8375,21,6-8 years
8375,22,6-8 years
8375,19,6-8 years
8375,4,6-8 years
61724,36,12-14 years
61724,31,12-14 years
61724,5,12-14 years
61724,34,12-14 years
61724,33,12-14 years
61724,30,12-14 years
61724,22,12-14 years
61724,19,12-14 years
61724,4,12-14 years
19420,15,6-8 years
19420,38,6-8 years
19420,5,6-8 years
19420,34,6-8 years
19420,23,6-8 years
19420,30,6-8 years
19420,22,6-8 years
19420,19,6-8 years
19420,4,6-8 years
36798,0,0-2 years
36798,5,0-2 years
36798,16,0-2 years
36798,34,0-2 years
36798,33,0-2 years
36798,30,0-2 years
36798,17,0-2 years
36798,22,0-2 years
36798,19,0-2 years
36798,4,0-2 years
53768,5,12-14 years
53768,16,12-14 years
53768,34,12-14 years
53768,17,12-14 years
53768,22,12-14 years
53768,19,12-14 years
67130,5,3-5 years
67130,34,3-5 years
67130,22,3-5 years
67130,19,3-5 years
66872,5,9-11 years
66872,28,9-11 years
66872,22,9-11 years
66872,19,9-11 years
12379,5,9-11 years
12379,28,9-11 years
12379,22,9-11 years
12379,19,9-11 years
39115,5,3-5 years
39115,28,3-5 years
58417,31,9-11 years
58417,38,9-11 years
58417,5,9-11 years
58417,28,9-11 years
58417,34,9-11 years
58417,23,9-11 years
58417,30,9-11 years
58417,22,9-11 years
58417,19,9-11 years
58417,4,9-11 years
68048,34,0-2 years
29603,38,18-20 years
6113,0,24-26 years
6113,5,24-26 years
6113,28,24-26 years
6113,30,24-26 years
6113,18,24-26 years
6113,2,24-26 years
6113,35,24-26 years
6113,22,24-26 years
6113,19,24-26 years
87427,15,9-11 years
87427,10,9-11 years
87427,0,9-11 years
87427,38,9-11 years
87427,5,9-11 years
87427,7,9-11 years
87427,34,9-11 years
87427,33,9-11 years
87427,30,9-11 years
87427,18,9-11 years
87427,22,9-11 years
87427,19,9-11 years
87427,4,9-11 years
49240,38,3-5 years
49240,23,3-5 years
49240,30,3-5 years
3426,37,9-11 years
3426,15,9-11 years
3426,10,9-11 years
3426,9,9-11 years
3426,34,9-11 years
3426,4,9-11 years
